command,mean,stddev,median,user,system,min,max,parameter_len,parameter_memset
./zig-out/bin/memset_bench skk64 500_000_000 1,0.7924786974799999,0.004291422212851628,0.79038290458,0.6786558199999999,0.11375006000000001,0.78777573008,0.7990937610800001,1,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 1,0.81553788368,0.03312024494086082,0.79071335758,0.69888862,0.11656886,0.78896399108,0.8552571330800001,1,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 1,1.80186630988,0.0006862739807271394,1.8020295280800003,1.6825260199999998,0.11924676000000001,1.80076807708,1.80282044708,1,builtin
./zig-out/bin/memset_bench libc 500_000_000 1,0.95278196458,0.005170310946828411,0.9547057885800001,0.8409268199999997,0.11177106,0.93930573708,0.95771553208,1,libc
./zig-out/bin/memset_bench skk64 500_000_000 2,0.46127987828000006,0.014400076889952517,0.45406484058,0.34693382,0.11429056,0.45290002408,0.48846310808,2,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 2,0.45942653097999997,0.010029052353054563,0.45448352658,0.34181891999999997,0.11752456,0.45350732608,0.47867195908,2,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 2,0.9715739355800002,0.002524696353277784,0.97155533058,0.8569800199999997,0.11451976,0.96838275208,0.9762695490800001,2,builtin
./zig-out/bin/memset_bench libc 500_000_000 2,0.53079415038,0.008179007853128958,0.53032107708,0.41596611999999994,0.11475055999999999,0.52013126208,0.54408709708,2,libc
./zig-out/bin/memset_bench skk64 500_000_000 3,0.34021250618,0.0003249739347002275,0.34018815208,0.22968691999999996,0.11047376,0.33960076908,0.34075901608,3,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 3,0.31735162678,0.00041599078244570727,0.31730101458,0.20117781999999998,0.11612125999999998,0.31680751007999997,0.31795753208,3,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 3,0.69030926168,0.0005302962638094435,0.69021738558,0.5768180199999999,0.11342775999999999,0.68972136708,0.69129145108,3,builtin
./zig-out/bin/memset_bench libc 500_000_000 3,0.39767038798,0.0006006651418730967,0.39748658857999997,0.2869364200000001,0.11067195999999999,0.39712915408,0.39893819808,3,libc
./zig-out/bin/memset_bench skk64 500_000_000 4,0.2692949052618182,0.0005159301109359357,0.26925473208,0.15932889272727271,0.10991505090909091,0.26869327308,0.27028514108,4,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 4,0.2652807867163636,0.0003622327102107901,0.26534239408,0.15485462,0.11035832363636362,0.26456767608,0.26563963708,4,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 4,0.55464931698,0.00021044987078079163,0.55468538008,0.44066162000000003,0.11390826000000001,0.55438396908,0.55504906008,4,builtin
./zig-out/bin/memset_bench libc 500_000_000 4,0.35400930288,0.00039152707334196956,0.35402732057999997,0.23893192000000002,0.11502136,0.35339659408,0.35470910908,4,libc
./zig-out/bin/memset_bench skk64 500_000_000 5,0.2414984624133333,0.0003660571476239819,0.24153545158,0.12817887000000003,0.11327079333333333,0.24072192608,0.24208328708000001,5,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 5,0.25398891444363636,0.0002509785348531926,0.25397575108,0.13562543818181816,0.11830814181818182,0.25361825907999996,0.25441706608,5,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 5,0.4655442676799999,0.00029841315143911936,0.46549197208,0.35764322000000004,0.10782525999999999,0.46523806708,0.46604379308,5,builtin
./zig-out/bin/memset_bench libc 500_000_000 5,0.29088459898,0.0010261313788355755,0.29075847507999997,0.18181941999999998,0.10897925999999998,0.28964990508,0.29257143708,5,libc
./zig-out/bin/memset_bench skk64 500_000_000 6,0.22215441638769232,0.0003551118251078067,0.22215915108,0.10563015846153845,0.11647280615384613,0.22154483608,0.22279306608000002,6,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 6,0.23204653741333336,0.0003449622300901749,0.23193572558000003,0.11791286999999999,0.11408470999999998,0.23169368008000002,0.23270533008000002,6,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 6,0.41274162628,0.00043619943316047235,0.41284802258,0.29868352,0.11400256,0.41181756508,0.41318017408,6,builtin
./zig-out/bin/memset_bench libc 500_000_000 6,0.25721155808000007,0.00013381348712742435,0.25721489008,0.14680752909090905,0.1103541418181818,0.25702808107999997,0.25744958408,6,libc
./zig-out/bin/memset_bench skk64 500_000_000 7,0.20828988208000002,0.0003426607458638961,0.20817759358000001,0.09271733428571428,0.11551374571428571,0.20783113408,0.20890038008,7,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 7,0.21737470361846153,0.00038916986640853425,0.21750814708000002,0.10450308153846154,0.11282126769230769,0.21656846108000002,0.21794296408000002,7,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 7,0.37159394798,0.0004304628355816437,0.37148687758,0.25987432000000005,0.11166555999999998,0.37101007408,0.37228640108,7,builtin
./zig-out/bin/memset_bench libc 500_000_000 7,0.24999545889818184,0.0004982388269137083,0.24984457508,0.13748225636363634,0.11246268727272725,0.24933780608000003,0.25080790808,7,libc
./zig-out/bin/memset_bench skk64 500_000_000 8,0.1935002567466667,0.0004509667933538023,0.19342806808000002,0.08157955333333335,0.11187056000000001,0.19292231008000002,0.19418276508,8,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 8,0.20133184000857146,0.00034230535883543353,0.20138817658000002,0.0907479057142857,0.11053445999999997,0.20076921408,0.20200514408,8,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 8,0.34188393728000005,0.0005087418711313044,0.34188298308,0.23067862,0.11115306,0.34104118708,0.34291802808,8,builtin
