command,mean,stddev,median,user,system,min,max,parameter_len,parameter_memset
./zig-out/bin/memset_bench glibc_avx2 500_000_000 1,1.35793302086,0.0011503665856206556,1.3583499909599999,1.14636672,0.2114548,1.3560874654600001,1.3594352254600002,1,glibc_avx2
./zig-out/bin/memset_bench skk64 500_000_000 1,1.4084401137599998,0.06183021949149916,1.37547460096,1.1898107199999999,0.21850919999999996,1.35748291546,1.51425148946,1,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 1,1.1061416147599998,0.03995511970094918,1.09758096096,0.8923014199999999,0.21373789999999998,1.0569041294600001,1.16085666146,1,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 1,1.43842168556,0.0577363857594316,1.41568708196,1.22941322,0.20888079999999998,1.38047456646,1.51757911846,1,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 1,1.35862661076,0.002326632226617166,1.3587833059599999,1.14062172,0.21783799999999998,1.3555621954600001,1.36243458646,1,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 1,1.43153822676,0.06198623274026666,1.4197939609599999,1.2202229199999999,0.2112021,1.36240060046,1.5162842274600001,1,basic
./zig-out/bin/memset_bench glibc_avx2 500_000_000 2,0.8864043305599999,0.0009523159359051742,0.88676243946,0.67661642,0.2097047,0.8844253794600001,0.88726633046,2,glibc_avx2
./zig-out/bin/memset_bench skk64 500_000_000 2,0.83430908996,0.02987523400657201,0.82031726346,0.6207772199999999,0.21345709999999998,0.8079700604600001,0.88777938046,2,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 2,0.7235301373600002,0.009008825711946786,0.7273413124600001,0.50888712,0.21442229999999998,0.7061047864600001,0.72933575746,2,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 2,0.8855826243600001,0.0018948717187627065,0.88511536946,0.6723124199999999,0.21319319999999994,0.8836437594600001,0.89019515946,2,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 2,0.8076198282600002,0.002615076030902382,0.8069387384600001,0.59217272,0.215242,0.8048116374600001,0.81390485846,2,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 2,0.8897448383600002,0.0009224500877896989,0.8898069794600001,0.6711213199999999,0.21854569999999995,0.88752759946,0.8908387694600001,2,basic
./zig-out/bin/memset_bench glibc_avx2 500_000_000 3,0.6781948117600002,0.0015692079217165468,0.6781284669600001,0.45775172,0.2203677,0.6759779264600001,0.68055490746,3,glibc_avx2
./zig-out/bin/memset_bench skk64 500_000_000 3,0.6430397103600001,0.019152394342154513,0.6328329809600001,0.4274634199999999,0.2154883,0.62845145646,0.6773081574600001,3,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 3,0.60991798206,0.015946336078993224,0.61152226596,0.38979001999999996,0.22003929999999997,0.58559167546,0.62743493646,3,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 3,0.73219165846,0.0056043017742434,0.7304572224600001,0.5153033199999999,0.216793,0.72940199746,0.74791701746,3,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 3,0.62643118316,0.00118582469577994,0.62593342646,0.41079212,0.21557259999999995,0.6250375354600001,0.6283543154600001,3,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 3,0.73198354116,0.0016703205308600127,0.7319630474600001,0.5132014199999999,0.2187054,0.7295564224600001,0.7350426174600001,3,basic
./zig-out/bin/memset_bench glibc_avx2 500_000_000 4,0.5322383880600001,0.001599468223102246,0.53233604446,0.31721992000000004,0.21496369999999998,0.5294500694600001,0.5345342284600001,4,glibc_avx2
